0.9713 0.9627 0.9587
0.9753 0.9760 0.9640
0.9700 0.9573 0.9707
0.9740 0.9747 0.9533
0.9767 0.9693 0.9613
0.9720 0.9640 0.9587
0.9733 0.9773 0.9613
0.9740 0.9547 0.9640
0.9700 0.9693 0.9573
0.9753 0.9680 0.9587
