0.8127 0.7760 0.7893
0.8813 0.7920 0.7800
0.8980 0.8160 0.8093
0.8620 0.8213 0.8027
0.8413 0.8093 0.7827
0.8827 0.8107 0.8160
0.9100 0.8147 0.8160
0.8853 0.8227 0.8213
0.8687 0.8080 0.7973
0.8707 0.8133 0.7933
